Hour,20Q,40Q,50Q,215Q,247Q,191Q,271Q,161Q,1L,2L,3L,RiverH,LakeH,10F,335F,10B,61B,10C,335C
223,1368.88240086458,610.480188972087,384.482656005508,-343.659652172978,637.227799382474,-821.494525887046,99.3061792905067,-107.776693983441,154.728775024414,133.682723999023,161.212738037109,220,167,3735.59897992194,8101.28038763961,35.8263174651543,90.9105143051246,1,0
224,1083.73232054767,236.250753569188,196.944468293115,-263.983818757793,596.055342267051,-811.698631664743,45.1309249578307,-111.855841618216,153.934051513672,132.106964111328,160.71272277832,220,167,3489.41505258273,7414.58408945471,33.5879516450297,94.3084018307957,1,0
225,910.66374869155,9.28950960204423,61.093512884327,-252.780373634312,554.53264700602,-955.075383800004,17.843018280301,-124.708036147878,153.684616088867,131.281555175781,160.329345703125,220,167,3546.95006320551,8108.08922210447,36.3841222883967,92.510955490321,1,0
226,319.974629977658,-296.275224677751,-60.0253997456607,-117.667316278686,531.72250993736,-984.82079450044,-1.36329105118442,-117.381018781948,153.612274169922,130.954864501953,159.988037109375,220,167,3641.48518077019,7624.63790965598,41.7879329036596,94.2441235128511,1,0
227,-341.459941316118,-529.261093220831,-262.238676495885,0.0141262897682264,477.395325314098,-954.124284683192,-48.1608475805544,-131.616554519577,154.061340332031,131.124160766602,159.818099975586,220,167,3419.93419635245,8001.19863951238,40.0076104258803,91.6018029606149,1,0
228,-997.910462250468,-518.488389040989,-343.567753314635,96.1460356275715,423.842998142566,-962.765042815182,-73.5964043742773,-106.184512255304,154.795394897461,132.165313720703,159.933380126953,220,167,3430.19246684483,8149.41265070846,42.8563381878009,93.216258774169,1,0
229,-1121.91682278712,-704.351302706562,-352.419063736051,154.979655971346,370.888600036377,-919.287642387182,-90.590728574471,-106.63635603728,155.645141601562,133.463729858398,160.251861572266,220,167,3141.24305139665,7367.48561615217,37.6893871181047,93.5136084969246,1,0
230,-634.419749715698,-167.048153027574,-213.31775888012,-73.928498154287,464.989455256963,-695.60462030995,-49.0391889512578,-115.88865833898,156.633575439453,134.920181274414,160.750350952148,220,167,3552.49521054707,7709.44273924325,35.6853838542521,96.0208972897199,1,0
231,3002.79851564311,1493.61078900799,356.938353144168,-1050.89796216477,509.156623584788,-356.335260839608,85.2020171707463,-92.5272516884616,156.832702636719,135.737640380859,160.984954833984,220,167,0,8073.54889335834,-17.8089138007081,95.2688440519389,0,0
232,3795.24980708498,1808.73860876363,760.366351051326,-1190.20422809876,666.024886162549,-278.455662146432,176.322877362748,-89.9155622990111,154.660949707031,134.230728149414,159.843078613281,220,167,0,8767.09020304119,-22.4930490230282,94.3456629722433,0,0
233,5106.58818350669,2133.96770705094,1040.26945969647,-1312.96292991234,780.353672585111,-268.461712241933,226.159005330845,-75.1259844118129,152.078079223633,131.225326538086,158.374404907227,220,167,0,8356.29181898023,-29.9882349582184,93.0982053405829,0,0
234,5731.12189705694,2470.15553222131,1243.94951491894,-1430.73322616644,865.831661519992,-289.24851922318,267.303775180579,-102.482237445315,149.029190063477,126.837532043457,156.554229736328,220,167,0,9713.95125504284,-39.8212209338392,90.5085545362095,0,0
235,2624.9980230456,1720.07424113421,1147.52778264002,-1338.57410646232,936.675187459621,-906.893165412027,248.310531993886,-140.380497892371,146.444702148438,122.388603210449,155.714828491211,220,167,0,13917.2801086834,-30.7254487737856,127.103633361334,0,1
236,2608.85697802619,1591.109176366,913.446598166321,-1345.07708452087,874.384089893043,-993.610557050295,208.20388940696,-169.362343876055,143.929443359375,117.812713623047,154.742401123047,220,167,0,12792.275758043,-34.7453395887957,130.412512826245,0,1
237,1514.35569104284,1114.79950700567,657.709121951101,-1232.37388563986,762.462566008864,-1286.99561473394,178.71310101277,-133.858022343602,141.669662475586,116.5,153.766983032227,220,167,0,12951.7497821351,-28.2963571660517,135.232959144831,0,1
238,513.921064295427,640.289947375886,438.38664226365,-1051.23595300976,699.240452042691,-1444.10790226771,122.643086286433,-133.668458895103,140.008605957031,116.5,153.162612915039,220,167,0,13600.3873321034,-27.5595038777236,129.671401558305,0,1
239,-642.849543782229,-303.548908677777,104.537061181587,-864.528828918243,568.476791308952,-2011.24257734098,44.2858034670204,-106.112504107102,139.083526611328,116.5,152.91096496582,220,167,0,13310.4680492539,-16.8996729625005,122.201669304256,0,1
240,-2009.82272557511,-1054.53599913555,-265.336449306436,-592.364720017637,454.163849334921,-2271.95646648094,-65.6335847275339,-102.467057631658,139.5478515625,116.5,153.122161865234,220,167,0,12945.3667966469,-12.0536459524889,125.71575634278,0,1
241,-4698.6615309504,-2326.28481047749,-720.278372968496,380.849945431355,428.955187190919,-2173.19710817569,-158.060551804045,-232.337403741916,141.079406738281,117.610969543457,153.903091430664,220,167,3778.74562890045,13037.2684376682,41.0132950353951,133.756194315559,1,1
242,-4917.75877767625,-2275.63742678502,-731.350459011537,365.474522391066,374.333622042287,-2213.43292848071,-178.500105723302,-250.721198713648,144.352416992188,120.528434753418,155.727203369141,220,167,3303.94570770971,13352.5384489343,38.1494639069522,130.732680198156,1,1
243,-4734.78731545749,-1978.4375286667,-686.323064041126,310.793986943628,365.521316064639,-2040.01127138338,-151.989376928046,-227.721845759751,147.550201416016,123.556480407715,157.604843139648,220,167,3580.69891779679,13180.3206910914,38.1206522944879,127.687960675871,1,1
244,-3927.69193007675,-1643.09481289587,-506.225596707742,212.973677754381,463.399249776495,-1957.44104555935,-127.928814393326,-194.022965361741,150.501800537109,126.285621643066,159.385620117188,220,167,3649.44882921925,12438.5017467986,41.0514731976484,134.005169081218,1,1
245,962.171162907457,-165.979814954714,-45.9809372969622,-255.418396598049,535.696516374088,-1232.87230179251,-1.20210877672475,-94.2910885668957,151.968276977539,127.865364074707,159.679840087891,220,167,3700.39949890212,7532.87757350586,41.766178903147,91.4445803599869,1,0
246,1244.43940800322,461.797152739393,272.566216627572,-300.721804268302,635.107289035403,-896.077186468386,77.1001347883785,-93.8026861929731,152.174987792969,127.924011230469,159.309661865234,220,167,3761.54383832407,8510.22624679878,39.5836154861715,93.610210636031,1,0
247,642.106358888684,-127.714620808773,59.1229136646669,-197.392551510997,547.227192708138,-1185.76818787256,20.8702960650426,-102.677957416039,151.530426025391,126.736480712891,158.904800415039,220,167,3662.65887672183,8368.20842312577,40.2008167565934,95.5717776556157,1,0
248,155.293779922103,-439.877883089668,-134.731633857464,-75.9112918945432,519.393627877399,-1146.29168963029,-23.0773251123927,-98.5370779206643,151.765274047852,126.533843994141,158.668869018555,220,167,3535.38570796602,7716.38704847907,40.0198057728776,90.8496008180557,1,0
249,-77.3585709681995,-369.73066118825,-169.166475017299,-97.9417854676195,470.754462107117,-1073.73274680381,-40.7827963731016,-96.9337210400857,152.380279541016,127.108352661133,158.630020141602,220,167,3515.62373346987,8425.02765688545,38.2369253591146,95.7781941954,1,0
250,-813.712236927016,-702.156234181886,-356.758420865316,105.175316676135,435.751054623108,-1109.4707707839,-68.8406508477731,-120.628279302652,152.870101928711,127.890937805176,158.618133544922,220,167,3634.41637320941,7735.21215733114,38.4014970404029,91.3380097444931,1,0
251,-1107.00851786628,-782.064311841867,-497.682173347078,145.78566834825,357.488432218193,-1066.35543173548,-113.687005783695,-128.2717947571,153.788482666016,129.302200317383,158.883163452148,220,167,3572.74622969532,8333.86439135773,40.5201757586382,93.0305672916423,1,0
252,-1636.35929160785,-797.932446351048,-445.897270063266,182.634756487842,365.800692765742,-987.842124017465,-99.4913131841084,-113.097294658882,154.963821411133,131.364654541016,159.382690429688,220,167,3411.84504981277,7690.54959171342,40.3987229187412,95.1113556836031,1,0
253,-2048.54669190952,-919.650747069528,-565.221607610191,222.628603253672,292.87740744053,-1097.55856831591,-130.725606116224,-116.777050040535,156.145477294922,133.343017578125,160.010269165039,220,167,3479.27263190426,7796.95585404274,42.3418496771543,97.2184548984768,1,0
254,-1824.74027013353,-838.835387179998,-556.595789931453,196.162093809286,320.643002760583,-977.777751012863,-115.788980002317,-117.930372034386,157.511322021484,135.57551574707,160.83464050293,220,167,3745.74998149918,8098.63235656719,38.0715663967526,93.8046596499648,1,0
255,1002.22575209569,925.608055104365,-167.153925431802,-733.129075036515,400.340844002593,-467.231269684248,-43.0729468040194,-79.3713478711234,158.649520874023,137.665374755859,161.579833984375,220,167,0,7618.88212852723,-5.8213230389922,91.0345077744407,0,0
256,1912.93277246632,1168.17308490446,230.643734886819,-910.521864800395,528.572497133647,-496.849173515991,60.0310842215024,-85.5826117246778,157.232467651367,138.291473388672,161.195648193359,220,167,0,8024.74322595938,-11.4229035476945,97.4657595728008,0,0
257,2833.25919495477,1539.67278481437,613.834654259019,-1073.3050652822,634.142870938712,-370.420914842241,136.795184595346,-84.1754246805898,155.540924072266,137.321990966797,160.459075927734,220,167,0,8282.74682614924,-21.6288454271052,97.033531175852,0,0
258,3517.37052821787,1661.23312600672,730.489355917886,-1048.31782404976,691.511093086108,-444.507612478777,168.918014384244,-94.3592254956178,153.436309814453,134.769226074219,159.355056762695,220,167,0,8095.41018322996,-20.5467964905224,94.4363954966417,0,0
259,3988.38756959711,1762.64048232846,835.615582135559,-1064.06015647171,758.502746115127,-368.393676783306,203.095695577874,-90.6894175585703,151.186431884766,131.748657226562,158.05126953125,220,167,0,8126.82374166947,-19.9799399706229,91.651408756169,0,0
260,-468.691925704799,960.43934021642,545.991925715831,-1008.40876905488,665.891898482457,-1017.31366872073,144.541775084569,-129.284785146071,148.846008300781,128.269607543945,156.702301025391,220,167,0,13353.7071049254,-21.8338917637552,133.822975841859,0,1
261,-923.879824423128,505.252739587806,223.185949481723,-951.839899480666,594.105949900046,-1386.9127648167,56.3766516689297,-135.994112632927,147.406280517578,125.995941162109,156.860153198242,220,167,0,13342.3996100005,-11.9343384334674,132.933139522938,0,1
262,-1953.09214347131,-769.995781626239,-155.669812467759,-693.947287964398,421.99069708482,-2017.62393533416,-39.7568145990086,-111.389776237207,146.678909301758,125.010780334473,157.24772644043,220,167,0,12958.9513992078,-8.52426918372034,129.626717386844,0,1
263,-3160.22275339599,-1256.33196956414,-529.8679208369,-490.918092913133,400.418234085332,-2249.51592141792,-123.691053965167,-117.601957092401,147.642471313477,125.663879394531,157.989532470703,220,167,0,13169.2396617884,-2.62234745304346,133.770357319016,0,1
264,-4358.6734590547,-1900.07525312483,-772.804763662042,-235.570396646838,293.062907440186,-2309.7465160035,-177.740554656544,-229.344467763199,149.507125854492,127.766883850098,159.213562011719,220,167,0,13133.0873211857,3.49233656558386,128.981732527457,0,1
265,-3176.49759962645,-1841.37749904062,-844.002012678429,329.188143556399,266.603799305995,-1549.35839877382,-198.168593229499,-170.001764895134,151.595001220703,130.645095825195,160.277008056641,220,167,3284.37275955326,7740.9133451851,46.0923814081706,97.8582484837751,1,0
266,-3247.42193080998,-1817.91039043288,-867.633394519295,365.464942962626,181.502483875865,-1542.41957292021,-187.463523736304,-184.520690633263,154.193069458008,134.120101928711,161.47639465332,220,167,3468.62166723099,7517.2228375759,34.1058045901496,92.1548545188555,1,0
267,-3363.98627689835,-1649.21256667404,-824.1037879793,326.442955709862,157.732703284159,-1396.91018903249,-179.172933992522,-188.335965030365,156.699157714844,137.627944946289,162.748336791992,220,167,3332.59891092726,6434.84375949751,38.8414777425514,95.4356504467785,1,0
268,-2453.0791757225,-1322.8885703929,-635.656180531221,306.763889110885,221.711866030118,-1267.38007583461,-157.347882356172,-142.008357160588,159.063919067383,140.987319946289,164.010620117188,220,167,3511.45745083219,7789.72032387151,41.3476502295925,92.3781852304063,1,0
269,-1784.26995619019,-844.161491071651,-379.595001392386,174.818804385433,348.031608094664,-1052.54039751715,-90.9105196676927,-95.1802758540256,160.932662963867,143.663070678711,165.007369995117,220,167,3192.30462525815,7853.61507850132,41.9110489273179,95.0281044623045,1,0
270,-1510.08187247981,-365.321652801636,-70.4873738604712,-27.2955889172302,444.667466154197,-1061.08833761745,-18.8268279968456,-71.2818448295342,162.095291137695,145.1572265625,165.701721191406,220,167,3438.49820699665,6807.77158177085,39.0229101818464,95.805456213763,1,0
271,-1261.13130107179,-466.600295168226,-58.5104768825361,-42.1148994772154,430.516586660919,-937.025267610744,-7.62106565760068,-87.262980368007,162.5859375,145.417190551758,166.234329223633,220,167,3215.7845325109,7911.70664329637,45.7439991721214,95.7775146350736,1,0
272,-1350.65928923755,-536.250166803542,-169.149927633891,114.202469988586,407.027474374701,-922.346750771041,-48.4975591723179,-86.3868671944865,163.104583740234,145.736343383789,166.687316894531,220,167,3314.33284516348,7546.28603150048,39.7865805227995,97.3591622445312,1,0
273,-1142.75199481561,-393.415568848645,-198.723413290513,-6.7884634898072,401.308858829305,-835.867606808097,-45.3593942492361,-109.911237821427,163.935180664062,146.518402099609,167.218475341797,220,167,3216.91275763266,7667.98892050882,37.9425964861554,95.2960147038815,1,0
274,-1167.45574241291,-423.339212428526,-207.395149733959,95.5145519278066,391.748806749449,-822.975600454183,-39.2325479482857,-121.093656941047,164.53401184082,147.34049987793,167.662078857422,220,167,3452.17376062648,7717.42868928758,40.6526137011791,90.4237995675804,1,0
275,-1195.83654287181,-466.448332606308,-303.041259109574,108.494304324358,325.144336270325,-725.740179504708,-78.6793388944031,-111.240197300729,165.199356079102,148.160369873047,168.104522705078,220,167,3179.14220924897,7261.33738952536,35.9348649019995,94.1026241014357,1,0
276,-1268.87789189641,-459.36723560809,-191.292792720657,44.1961137695517,388.873240118779,-790.095238890433,-48.3298796802321,-108.175543513587,165.825103759766,149.238494873047,168.541488647461,220,167,3435.21895724744,6782.77827221789,41.0680111705339,92.2774241490943,1,0
277,-1839.52534302273,-660.234212291604,-340.172337867653,190.828862018712,344.694369234246,-861.702611150827,-72.4324400272528,-112.778019758203,166.439437866211,150.099716186523,169.041900634766,220,167,3526.97762838491,6411.74283307787,41.1017326479623,90.4953917057737,1,0
278,-1819.75015173378,-726.960335396381,-340.432591812472,160.493948364288,315.676197311332,-826.442661004569,-81.7187493853204,-111.776192264959,167.38346862793,151.362289428711,169.709609985352,220,167,3222.11272383648,7420.54932424863,40.9320916173075,90.3246463343345,1,0
279,867.805013602606,973.600018893858,-42.2443188397212,-688.482906012477,400.979545934232,-375.447265119674,-6.62631583895456,-79.6980202524669,168.310836791992,152.780792236328,170.393127441406,220,167,0,7756.71717476407,-1.98434369320045,95.0497546736484,0,0
280,1811.98834904456,1062.74619273393,296.22482170349,-801.720503159965,446.676045189766,-425.691154577627,73.0481849734892,-67.8359036290022,166.934173583984,152.836898803711,170.028472900391,220,167,0,7165.32234672714,-7.14473113562771,86.7937855554215,0,0
281,2593.63505158864,1349.73156579993,662.582049730937,-954.83988749446,551.963317528427,-305.23133976703,137.05918809752,-76.1479895432313,165.397766113281,151.556854248047,169.39794921875,220,167,0,8100.05119524572,-8.6592811850218,91.3981195534342,0,0
282,4080.19086107574,1830.16834950611,1037.48056414796,-1142.6756025794,698.123040806522,-283.768419182176,215.802851531851,-89.4017234802245,163.436309814453,148.892807006836,168.375900268555,220,167,0,7925.93148184746,-17.0346885213935,93.8375895662817,0,0
283,4523.91044995912,1891.77494282272,1069.32520258903,-1144.14716422748,759.116088770856,-252.576657104169,227.521332459274,-90.4061682177938,160.830108642578,144.861663818359,166.834091186523,220,167,0,8044.85205373351,-20.7906685484259,94.3985576817692,0,0
284,4114.63467777529,1821.7580441563,839.865263556904,-1039.61927978165,706.982867232294,-331.830249948539,182.7185087131,-107.917518999843,158.08544921875,140.426742553711,165.117111206055,220,167,0,8188.40689937073,-11.9756340390956,90.7227938615404,0,0
285,3593.03547672211,1360.27262474049,505.46547399607,-978.441878138482,603.920228546714,-650.980302095055,113.79297001343,-88.1954441982445,155.644226074219,137.000564575195,163.498870849609,220,167,0,7946.92035605257,-11.576461652467,99.1895259091798,0,0
286,2275.12929582071,664.267560022053,162.532865510429,-807.399125867272,493.999119847762,-1000.67525599935,47.2660637166929,-93.5477619722844,153.776443481445,134.945007324219,162.186950683594,220,167,0,8147.51774924862,-6.94053112452553,95.4163532203265,0,0
287,1409.98634511161,102.842118804172,-109.023818173542,-703.568574944607,449.09008329143,-1215.06117549146,-20.2619423929864,-71.2098723836954,152.818939208984,134.365341186523,161.284683227539,220,167,0,8046.08753071676,-7.12662189295847,88.2251977903399,0,0
288,1209.31802401249,-207.723215135936,-138.099950980268,-567.47997092529,412.217951047889,-1331.14361270004,-25.2581400941136,-54.3878437752475,152.620849609375,134.840835571289,160.675628662109,220,167,0,8124.81084901,-2.46715464992194,89.7995999483109,0,0
289,-690.392789353836,-992.026689975661,-187.014633983775,188.283916604983,413.647653142641,-1255.28362426292,-53.7723513416407,-93.2218824665885,152.855484008789,135.316513061523,160.243408203125,220,167,3519.14255469337,7864.74638463256,33.5976297173725,91.685724679279,1,0
290,-439.689535237135,-711.855165398752,-149.934255195984,101.446968119495,433.632576232088,-1223.61137412992,-27.5794644284396,-88.9545502348288,154.257736206055,136.202346801758,160.58723449707,220,167,3463.20091271971,8351.8645671116,36.1787128042424,95.909263533728,1,0
291,241.031744897861,-194.009461951478,48.4969792358667,-138.157060141715,529.819966533075,-1016.28629445708,13.9652559683023,-119.416715051289,155.261138916016,136.832153320312,160.816604614258,220,167,3739.44510809875,7902.99116591987,41.6567100125793,93.7584944920611,1,0
292,592.598648134938,364.870727795369,182.993739945864,-240.626017530425,499.804940773087,-762.629869375748,37.9512354390657,-143.892021342155,155.45979309082,136.478622436523,160.728546142578,220,167,3750.92270485429,7963.23230923173,36.97275965565,98.5382249167192,1,0
293,1362.08833642886,731.16515911892,361.064153839114,-352.056138246836,600.278308287553,-639.430093857339,104.335788040004,-137.488939190389,154.933486938477,135.797866821289,160.462173461914,220,167,3393.30189240421,8419.90469111198,42.3793906022667,89.6456015616544,1,0
294,1907.07574044541,1043.97841292173,677.944602293456,-507.659168706018,731.60523796514,-681.744268099629,164.842455789779,-106.580875900665,153.923431396484,134.212966918945,159.964080810547,220,167,3770.52802054739,7734.03627845419,40.5161931854859,94.0027922389871,1,0
295,1909.89107845126,816.308074644009,577.231954268693,-475.908310247944,714.744097652846,-773.156061194991,136.410039520649,-123.013753123801,152.46875,131.357833862305,159.222366333008,220,167,3990.41049470406,8186.97011658606,37.5480195820221,93.449969770138,1,0
296,1260.41469020226,385.122578556144,292.1937894156,-357.02163677594,637.074463945404,-895.54914374535,81.4445166806334,-125.784642873023,151.293838500977,129.102874755859,158.489700317383,220,167,3814.5008222775,8087.98621044637,40.9180302782012,92.5648050687837,1,0
297,1100.98908484573,145.130861728382,167.710195277541,-340.825958165518,558.112633375938,-883.575183413486,40.934550527121,-124.994885180468,150.699691772461,127.87028503418,157.931716918945,220,167,3471.93883226178,7606.03303728015,29.7392150374699,95.4086391387605,1,0
298,452.000259258503,-413.608313357008,-70.7143740222384,-135.02886705958,517.258467523742,-1087.79797130554,-10.9434986214767,-128.455764723339,150.474731445312,127.263450622559,157.474975585938,220,167,3565.71044830276,7299.60420217214,38.8192904434852,93.8310147382995,1,0
299,-439.141827567882,-685.183668432048,-332.464814059558,6.38861785205158,404.735457485961,-987.476961617085,-67.1213034280126,-116.922609978718,151.090972900391,127.541259765625,157.313232421875,220,167,3737.10055930037,8001.54006970964,36.5049599874871,94.936204281286,1,0
300,-1506.8937455331,-978.992742356087,-487.845678516996,191.621688591947,383.194727500539,-1091.0005768028,-125.336800256496,-108.951078041072,152.01611328125,128.774078369141,157.495407104492,220,167,3778.696866465,7414.53151837712,42.643894655883,99.0294865506248,1,0
301,-2120.54192459804,-1035.79199143117,-544.72724217095,246.728393324287,368.517391451684,-1060.85370993179,-126.977014930756,-119.771404889781,153.388931274414,130.848693847656,158.110580444336,220,167,3035.92514854732,7361.89878810324,37.4754060656049,97.9235095684033,1,0
302,-1743.56079381028,-833.027607627593,-419.423673799334,137.793552407497,354.060217051117,-1050.87077779977,-93.9629882970738,-113.269985632109,154.825134277344,132.986587524414,158.877288818359,220,167,3611.399341043,7885.5911452866,35.9995048977557,89.4434773412512,1,0
303,1417.70689031416,1003.21752456349,-83.8920632044383,-837.811169351798,425.001785879105,-518.7628308089,-11.3796536721697,-97.2691412793733,155.941757202148,134.814025878906,159.526641845703,220,167,0,8413.17504765896,-14.1263545747734,93.1109849130021,0,0
304,2053.90541219377,1283.98646599375,259.170577718963,-915.10218082078,522.154434954506,-523.844021779345,80.8352346479932,-92.5824866228935,154.460159301758,135.07194519043,159.00146484375,220,167,0,8316.12342345452,-11.3884753764994,94.7163099503262,0,0
305,2712.21441171207,1364.5794936672,521.298656675619,-1067.05722466793,610.639020835684,-579.925043314943,128.315162917515,-75.8024241559068,152.75944519043,133.945053100586,158.214950561523,220,167,0,9089.62194104554,-18.5681588496027,93.0419372022846,0,0
306,3669.72288936577,1681.92134296862,809.287292008941,-1118.40198210559,698.109953966151,-505.711374018684,174.276284521357,-85.6582600030885,150.881454467773,131.734420776367,157.237228393555,220,167,0,9653.07903028586,-20.2636585521776,93.8276480001035,0,0
307,-396.786763676297,1113.42369054151,699.12429389183,-1013.5748034975,774.895178470996,-1054.4338388422,161.102095534809,-144.822713856778,148.665435791016,128.562271118164,156.164352416992,220,167,0,13638.2767908909,-20.6008364345073,128.101599869421,0,1
308,27.138526999248,945.884211176312,596.554660843171,-1103.22423978007,665.980884845428,-1178.31825517185,144.541515971961,-137.223374534851,147.030868530273,125.609283447266,156.264221191406,220,167,0,12659.2502358324,-17.0464926766247,130.899013089373,0,1
309,-1114.46036847053,182.284230485557,127.315710385421,-878.543996020493,558.984611426958,-1664.64475525638,43.0120458818836,-121.71346499834,145.661483764648,123.320724487305,156.277465820312,220,167,0,13153.9252221262,-12.8352341892211,132.555718144134,0,1
310,-1812.19891413661,-939.280829260096,-227.267615457096,-615.366202505679,445.156160657114,-2121.88370340393,-44.155065735028,-103.202830153621,145.422607421875,122.823539733887,156.708435058594,220,167,0,12915.4816798254,-7.16442816089644,131.063653402454,0,1
311,-3371.97118389837,-1392.37143740057,-631.268612582131,-441.687266672252,373.102564988621,-2340.30753901765,-139.941910598127,-129.632245434148,146.590972900391,123.778289794922,157.480651855469,220,167,0,13256.0393605137,-5.99597370248944,124.128656378572,0,1
312,-4535.07421471535,-1849.10289218332,-799.160555894974,-283.443259679517,258.447252360331,-2285.0402347736,-182.247150348011,-223.204004287344,148.625778198242,126.241188049316,158.758407592773,220,167,0,13054.2092116018,-0.70189554694188,133.856982585348,0,1
313,-2674.87041055156,-1654.23766776896,-800.623831046402,338.112270230319,277.790264271219,-1527.84603244749,-168.933035915659,-121.704325008884,151.136581420898,129.396728515625,160.311325073242,220,167,3525.22316872452,7926.10251026415,37.9192887933848,86.0489172755016,1,0
314,-1335.79738948152,-1217.01053669335,-513.016205052085,234.042968176293,357.003439599373,-1347.81459755918,-99.1796760039608,-94.6111897178703,153.537841796875,132.495025634766,161.275512695312,220,167,3380.08803516114,8001.91560534186,35.0245370197177,93.413926027973,1,0
315,-296.001204488392,-670.545595290595,-192.062445538694,95.2549197217966,448.22374375967,-1192.16433465572,-45.0534162871089,-112.648952854954,155.190933227539,134.469528198242,161.770294189453,220,167,4033.91194084309,7088.72311975911,40.2963446345028,95.7719295932778,1,0
316,448.048222134493,-112.811274585631,-65.4721952242241,-83.1762039666989,496.914029344604,-1001.18189913968,-16.9787785280166,-120.866374418528,156.105514526367,135.220932006836,161.848510742188,220,167,3368.63541828722,8148.60015726706,39.5511299913563,89.6622659664374,1,0
317,176.681706344185,322.954691064469,80.774412173976,-232.548122810158,581.63045562431,-851.512160680753,29.9734191006606,-106.956180405898,156.286239624023,135.462463378906,161.70849609375,220,167,3693.58913181367,7370.99067913123,40.8353449500954,88.1531180944741,1,0
318,344.961568393865,399.058189459269,225.083041192584,-295.313598764321,605.193497371797,-786.154864971277,62.2356053161914,-86.1276185220967,155.955093383789,135.140686035156,161.627014160156,220,167,3722.6656946922,7935.27157649033,35.9372395678848,89.7427599721897,1,0
319,-92.6482661205695,-390.886340455996,7.10518461819869,-113.578091046749,536.62721110265,-1133.21981111663,4.16405195777898,-94.1427245928253,155.351913452148,134.175811767578,161.502197265625,220,167,3764.56344830531,8228.32835674927,41.4574135855297,92.1505912754231,1,0
320,-1061.79023627668,-690.948515381,-267.721266794413,112.484009874645,453.724275194817,-1044.37133850808,-60.0157531439161,-94.2119916687554,155.790481567383,134.190979003906,161.567001342773,220,167,3956.46087725335,7922.86109093271,37.1133364054529,94.3914379906789,1,0
321,-1147.1150409464,-776.721402006175,-345.553953247428,73.4345463611027,400.935748102869,-949.160147998404,-82.441719892219,-103.169174589477,156.816207885742,135.259323120117,161.935745239258,220,167,3561.17616774118,7472.48346397202,39.5303269575967,98.7759124087905,1,0
322,-1965.59949678183,-1009.07961291222,-523.41752938275,245.394874903594,364.553632722501,-1016.63134257789,-109.75145607196,-125.643231087298,157.841491699219,136.659118652344,162.360214233398,220,167,3442.31346521034,7370.38886163947,36.8473235956293,87.4791423808895,1,0
323,-2447.89852391024,-1159.5162250786,-628.032867937423,273.373449835934,257.9909316374,-1099.2716440042,-144.337008426777,-138.720986753923,159.27294921875,138.68098449707,163.085998535156,220,167,3398.2749488475,8299.50771980073,36.4747692739263,96.101260836246,1,0
324,-3340.79441826614,-1212.05714513049,-722.296380395701,267.527508018966,221.050208567809,-1115.95217373143,-168.335130857173,-170.97659646221,160.835647583008,141.202896118164,163.977828979492,220,167,3118.35584272643,7330.29621365753,41.3335222722739,94.5517766576027,1,0
325,-3527.51975055322,-1343.16318017569,-761.163750839665,281.92239209424,185.565388523743,-1130.0313859889,-178.192730935009,-205.759409323983,162.71061706543,144.191024780273,165.178146362305,220,167,3407.44951065313,7651.55578101811,37.9906346177816,92.5297258316213,1,0
326,-3185.96929285457,-1162.53852302477,-679.154265699031,246.699599772684,179.007275587848,-1079.68437752783,-150.655893321016,-178.991921993744,164.680953979492,147.316009521484,166.53092956543,220,167,3262.73783783107,7103.26289537472,40.0971449818304,93.0003958688046,1,0
327,-657.888892711027,596.79531102541,-325.486026944552,-514.36574095816,260.688803734325,-429.507462614392,-76.5329874739104,-84.9815759717451,166.333358764648,150.035751342773,167.725326538086,220,167,0,6762.93662188717,3.3071918696068,88.3953936634924,0,0
328,-219.253772032137,666.168758062057,-111.834610034728,-641.216224084194,374.887468714738,-591.760954858925,-17.1143636274911,-65.3639983621662,165.404434204102,151.435317993164,168.022567749023,220,167,0,7262.06947432195,-0.303184542765287,94.5856631778714,0,0
329,1083.11328706231,875.715897883827,313.286040118214,-765.861701100645,464.937152140901,-510.386625210372,82.3841568290424,-52.2574419559227,164.42301940918,151.791900634766,168.055892944336,220,167,0,7120.2553969385,-8.67400790882009,95.985862779956,0,0
330,2085.27896287586,1018.56446699261,515.046281142355,-839.009758314819,542.011508410325,-553.257059072046,120.11523943186,-90.7847051216627,163.251022338867,150.628707885742,167.681854248047,220,167,0,7371.19334541333,-5.8912236810445,94.5336742704515,0,0
331,2309.08132985742,1155.3145004501,578.099378934208,-804.437269795617,580.974300623566,-519.959657952244,137.756945002201,-89.1218054990382,161.757598876953,148.491714477539,166.92903137207,220,167,0,7743.32139561478,-8.9453351976415,94.1337243229253,0,0
332,2504.80288621816,1083.75333344533,518.56092946567,-849.933284568697,551.805893889866,-574.914834449027,118.17398412368,-100.876731137971,160.235885620117,146.085784912109,166.05322265625,220,167,0,7259.01444915204,-3.1030083719621,90.7540236540969,0,0
333,2036.37418119261,779.463475512454,226.609753092206,-791.42325206012,463.634009445365,-789.376887587071,54.7766433842115,-76.2849491619442,158.726013183594,143.968658447266,165.089950561523,220,167,0,7673.26983687465,-6.13903064650851,90.6094632713687,0,0
334,1321.69077669664,368.318679127906,84.142314717956,-649.869568043676,403.396127347762,-983.429770930051,25.5550777157755,-91.4754013267522,157.649398803711,143.061218261719,164.360275268555,220,167,0,7459.58449630355,-2.16287956796359,89.619666651699,0,0
